,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2022_6,Quarter_Operating_Profit2022_6,Quarter_Cashflow2022_6,Quarter_Earn2022_6,Quarter_Continue_Earn2022_6,Quarter_Percent_Operating_Profit2022_6,Quarter_Percent_Cashflow2022_6,Quarter_Percent_Earn2022_6,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Full_EPS,Last_Revenue2021_6,Last_Operating_Profit2021_6,Last_Cashflow2021_6,Last_Earn2021_6,Last_Continue_Earn2021_6,Last_Percent_Operating_Profit2021_6,Last_Percent_Cashflow2021_6,Last_Percent_Earn2021_6,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
1204,1204,219130,KOSDAQ,타이거일렉,전자부품 제조업,인쇄회로기판 제조업,2015-09-25,12월,이경섭(단독 대표이사),http://www.tigerelec.com,인천광역시,2022-08-16,6314271.0,15783064680.0,2544048638.0,5887506149.0,2884112616.0,0.0,16.12,37.3,18.27,14503466962.0,1710493303.0,1241735137.0,1664044567.0,0.0,11.79,8.56,11.47,1824.0,12270440636.0,110979873.0,867862838.0,140771711.0,0.0,0.9,7.07,1.15,10814077076.0,134617436.0,1323603188.0,629507420.0,0.0,1.24,12.24,5.82,88.0,50317508771.0,2303794729.0,-345149998.0,3154717039.0,499.0,17300.0,8158.0,7.72,4.44,10.54,6.12
1205,1205,65130,KOSDAQ,탑엔지니어링,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치,2003-01-29,12월,권오준,http://www.topengnet.com,경상북도,2022-08-16,15974306.0,258514222167.0,125938164.0,0.0,6373869468.0,0.0,0.05,0.0,2.47,267577061542.0,-9808993237.0,0.0,-5706515717.0,0.0,-3.67,0.0,-2.13,1596.0,252295995409.0,-275006310.0,0.0,-3003129333.0,0.0,-0.11,0.0,-1.19,271576773521.0,-9669872843.0,0.0,-1718204639.0,0.0,-3.56,0.0,-0.63,-748.0,1084807143452.0,-20448923154.0,0.0,-25186094723.0,-1576.0,41885.0,20806.0,2.09,-4.0,3.81,-7.58
1206,1206,134580,KOSDAQ,탑코미디어,통신 및 방송 장비 제조업,셋톱박스,2013-11-26,12월,유정석,http://www.dmt.kr,서울특별시,2022-08-16,13115233.0,4276993628.0,1397176591.0,-666897098.0,1290594468.0,1290594468.0,32.67,-15.59,30.18,2726340774.0,-373848438.0,18006020597.0,-806012636.0,-806012636.0,-13.71,660.45,-29.56,392.0,5055857230.0,-631007126.0,-4910715517.0,-480883422.0,-480883422.0,-12.48,-97.13,-9.51,6437925710.0,-1196795277.0,-4943210955.0,-875862228.0,-875862228.0,-18.59,-76.78,-13.6,-144.0,22256958341.0,-4826955807.0,-3728130470.0,-3900123641.0,-297.0,4208.0,2116.0,3.91,-7.05,9.31,-14.05
1207,1207,23160,KOSDAQ,태광,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매",1994-09-07,12월,윤 성 덕,http://www.tkbend.co.kr,부산광역시,2022-08-16,26502124.0,56489031840.0,11905137173.0,8867978105.0,12085027637.0,0.0,21.08,15.7,21.39,49064701339.0,6568835020.0,1308851905.0,7686476747.0,0.0,13.39,2.67,15.67,1824.0,47210344199.0,3616857332.0,24710295311.0,2168387804.0,0.0,7.66,52.34,4.59,42806516140.0,1781646990.0,7145921424.0,3349620424.0,0.0,4.16,16.69,7.83,324.0,185147913272.0,13530787202.0,41256481575.0,15218114770.0,574.0,35144.0,17096.0,4.66,3.01,5.19,3.36
1208,1208,53620,KOSDAQ,태양,기타 금속 가공제품 제조업,"휴대용 부탄가스, 에어졸캔, 외주수탁품",2001-08-07,12월,현창수,http://sungroup.kr/taeyangsun/,충청남도,2022-08-16,8599791.0,48714633872.0,2231375197.0,-1879525310.0,2567947210.0,0.0,4.58,-3.86,5.27,42386765744.0,58346952.0,-522316861.0,746640969.0,0.0,0.14,-1.23,1.76,1192.0,35098018188.0,-608726801.0,-2075456122.0,25454207.0,0.0,-1.73,-5.91,0.07,37563288882.0,2127712007.0,5515478839.0,2236188580.0,0.0,5.66,14.68,5.95,8.0,150034798924.0,2524636728.0,4407071136.0,4805710297.0,558.0,39397.0,19586.0,2.39,2.27,3.03,2.85
1209,1209,44490,KOSDAQ,태웅,기타 금속 가공제품 제조업,자유형단조품,2001-11-08,12월,장희상,http://www.taewoong.com,부산광역시,2022-08-16,20007415.0,106056629127.0,3809814034.0,-43353223038.0,4827689636.0,0.0,3.59,-40.88,4.55,80330185975.0,-6391327230.0,-18871517960.0,-5953593861.0,0.0,-7.96,-23.49,-7.41,964.0,72697649362.0,-608076997.0,-13204288713.0,-1430481298.0,0.0,-0.84,-18.16,-1.97,75773558581.0,-3792723800.0,-6553730751.0,-1020084356.0,0.0,-5.01,-8.65,-1.35,-284.0,322331646673.0,5077214615.0,27844189179.0,7145041904.0,357.0,47178.0,23769.0,1.21,0.93,2.04,1.5
1210,1210,124560,KOSDAQ,태웅로직스,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)",2019-12-10,12월,한재동,http://www.e-tgl.com,서울특별시,2022-08-12,38416171.0,368988463631.0,43895656641.0,55270904437.0,38103428881.0,0.0,11.9,14.98,10.33,398277526940.0,33470706624.0,17559740372.0,26941782117.0,0.0,8.4,4.41,6.76,3964.0,197064699924.0,13732523288.0,-4342640756.0,11322160612.0,0.0,6.97,-2.2,5.75,150194973745.0,10466646954.0,-14139989974.0,8781153752.0,0.0,6.97,-9.41,5.85,1176.0,939002259674.0,79291619959.0,-7030911860.0,63675699270.0,1657.0,8664.0,3168.0,20.54,19.33,45.75,52.31
1211,1211,191420,KOSDAQ,테고사이언스,기초 의약물질 및 생물학적 제제 제조업,피부세포치료제,2014-11-06,12월,전세화,http://www.tegoscience.com,서울특별시,2022-08-16,8109614.0,2185289658.0,331359771.0,981372840.0,431330800.0,0.0,15.16,44.91,19.74,1328119426.0,-313802967.0,-155280298.0,-291899061.0,0.0,-23.63,-11.69,-21.98,212.0,2006164994.0,-471193601.0,150329325.0,-390351490.0,0.0,-23.49,7.49,-19.46,1466089169.0,-796290523.0,340998410.0,-585118630.0,0.0,-54.31,23.26,-39.91,-192.0,8299613165.0,-98006268.0,457247580.0,139255641.0,17.0,11857.0,5963.0,1.7,0.27,1.79,0.29
1212,1212,73640,KOSDAQ,테라사이언스,기타 금속 가공제품 제조업,유압용 관이음쇠,2004-01-06,12월,이종석,http://www.samwon-tech.com,경상남도,2022-08-16,82234019.0,5640113476.0,98103240.0,170825057.0,1568022160.0,0.0,1.74,3.03,27.8,6292949100.0,86144144.0,618110354.0,-431643246.0,0.0,1.37,9.82,-6.86,76.0,5308360444.0,20557499.0,-4070657452.0,-854917884.0,0.0,0.39,-76.68,-16.11,4483320382.0,-919530287.0,-4975342145.0,-1228590658.0,0.0,-20.51,-110.97,-27.4,-40.0,21990446549.0,-2123959766.0,-5065034320.0,-2963932304.0,-36.0,1026.0,600.0,3.66,-3.03,7.4,-6.0
1213,1213,182690,KOSDAQ,테라셈,반도체 제조업,이미지센서 패키징,2014-10-30,12월,이학우,http://www.terrasem.com,전라북도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1214,66700,KOSDAQ,테라젠이텍스,의약품 제조업,"Loading/Unloading System, PCB Bonding System",2004-05-27,12월,"고진업, 류병환 (각자대표이사)",http://www.thera-gen.com,경기도,2022-08-16,32474614.0,46249348664.0,2771899195.0,4139991445.0,2119530505.0,0.0,5.99,8.95,4.58,47895580610.0,1583999541.0,-824782393.0,4973425473.0,0.0,3.31,-1.72,10.38,260.0,40242573826.0,-1190154370.0,-3529092263.0,-1701569141.0,0.0,-2.96,-8.77,-4.23,37440557997.0,-149215008.0,60927486.0,-729818000.0,0.0,-0.4,0.16,-1.95,-208.0,166566624783.0,-7440744088.0,4006757353.0,-11854018628.0,-365.0,10460.0,7215.0,1.62,-3.39,2.49,-5.06
1215,1215,95610,KOSDAQ,테스,특수 목적용 기계 제조업,반도체장비(화학증착장비),2008-05-20,12월,"주숭일, 이재호 (각자 대표이사)",http://www.hites.co.kr,경기도,2022-08-12,19769303.0,88317167853.0,13553716825.0,13477352049.0,11480485626.0,0.0,15.35,15.26,13.0,102468983932.0,18462463076.0,-1629550338.0,15173924935.0,0.0,18.02,-1.59,14.81,2320.0,103671288790.0,22288795541.0,61780550362.0,20752961661.0,0.0,21.5,59.59,20.02,154407217074.0,33033366602.0,11364148461.0,27880733726.0,0.0,21.39,7.36,18.06,4196.0,375194330803.0,62184554759.0,76534760051.0,73988020802.0,3742.0,30125.0,14919.0,6.63,21.96,7.7,25.09
1216,1216,131970,KOSDAQ,테스나,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트,2013-10-22,12월,이종도,http://www.tesna.co.kr,경기도,2022-08-16,17083035.0,55355256962.0,10609701306.0,82938264038.0,6741675870.0,0.0,19.17,149.83,12.18,60442363947.0,14953306488.0,41429050009.0,10630322616.0,0.0,24.74,68.54,17.59,1576.0,43226649178.0,8203050815.0,62810924965.0,6004220286.0,0.0,18.98,145.31,13.89,43972276231.0,9907092992.0,36494233805.0,7360492549.0,0.0,22.53,82.99,16.74,1404.0,207584466664.0,54062137444.0,134137562084.0,47166344546.0,2761.0,31848.0,15360.0,2.34,8.84,4.95,17.97
1217,1217,89030,KOSDAQ,테크윙,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",2011-11-10,12월,"나윤성, 장 남 각자대표",http://techwing.co.kr,경기도,2022-08-16,19395109.0,84736643266.0,22387726433.0,25809350264.0,8806297706.0,0.0,26.42,30.46,10.39,66909759988.0,14208745408.0,7077914653.0,9716982632.0,0.0,21.24,10.58,14.52,1816.0,82991708695.0,15755195505.0,4796048190.0,12328673982.0,0.0,18.98,5.78,14.86,38865684427.0,1957410139.0,8851690864.0,-2314772713.0,0.0,5.04,22.78,-5.96,2540.0,255915216713.0,36219406193.0,2406698360.0,17992993747.0,927.0,24446.0,11881.0,3.41,3.54,7.43,7.81
1218,1218,54450,KOSDAQ,텔레칩스,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩",2004-12-10,12월,이장규,http://www.telechips.com,서울특별시,2022-08-16,13858529.0,32486332484.0,1405869459.0,-2551313113.0,2285028196.0,2285028196.0,4.33,-7.85,7.03,34945923593.0,2491882598.0,-6165105594.0,2533015975.0,2533015975.0,7.13,-17.64,7.25,656.0,29598738446.0,867459456.0,2185624722.0,-8395092.0,-8395092.0,2.93,7.38,-0.03,25388060719.0,-1374980099.0,6245351645.0,-938172348.0,-938172348.0,-5.42,24.6,-3.7,0.0,136412498512.0,8077364494.0,12735076148.0,7031402158.0,507.0,16912.0,7668.0,1.89,3.39,3.88,6.62
1219,1219,91440,KOSDAQ,텔레필드,통신 및 방송 장비 제조업,광전송장비,2008-02-01,12월,박노택,http://www.telefield.com,경기도,2022-08-16,9974849.0,6595426852.0,-2134654008.0,-4699622608.0,-3754572223.0,0.0,-32.37,-71.26,-56.93,2498572611.0,-2773465086.0,-450061762.0,-3492678657.0,0.0,-111.0,-18.01,-139.79,-1504.0,10799833338.0,1021596962.0,-6024564157.0,289010154.0,0.0,9.46,-55.78,2.68,3757837253.0,-2575606536.0,-941344012.0,-3658174224.0,0.0,-68.54,-25.05,-97.35,112.0,34590886535.0,-4772001922.0,-6279358301.0,-6336286214.0,-635.0,2127.0,1419.0,-20.71,-13.35,-70.69,-44.74
1220,1220,200230,KOSDAQ,텔콘RF제약,통신 및 방송 장비 제조업,"RF 통신부품(케이블 어셈블리, 커넥터 등)",2014-11-24,12월,김지훈,http://www.telcon.co.kr,경기도,2022-08-12,108619180.0,6131520535.0,-1190018279.0,-729118956.0,-23152270289.0,-23171249758.0,-19.41,-11.89,-377.59,6522013114.0,-682260678.0,-157652304.0,-9538306647.0,-9542316178.0,-10.46,-2.42,-146.25,-852.0,8861839936.0,-623394094.0,-1113337538.0,5143700933.0,5370710383.0,-7.03,-12.56,58.04,9893099695.0,-1608672279.0,-283362789.0,2690298636.0,2743572202.0,-16.26,-2.86,27.19,188.0,37841150315.0,-2741321059.0,-358558813.0,-23098051471.0,-212.0,1827.0,981.0,-31.68,-13.75,-46.62,-21.67
1221,1221,215480,KOSDAQ,토박스코리아,"섬유, 의복, 신발 및 가죽제품 소매업",유아동 신발,2015-05-13,12월,이선근,http://toebox.com,서울특별시,2022-08-16,9616545.0,17044687551.0,2846457459.0,388886844.0,2080506019.0,0.0,16.7,2.28,12.21,10739867908.0,871244972.0,-3338446702.0,882792295.0,0.0,8.11,-31.08,8.22,864.0,8537933559.0,291002680.0,1841522669.0,289652736.0,0.0,3.41,21.57,3.39,6937373956.0,911358906.0,-1718008985.0,841585535.0,0.0,13.14,-24.76,12.13,120.0,36131560952.0,2907968028.0,5838453519.0,3627483663.0,377.0,6307.0,2952.0,10.15,9.46,13.7,12.77
1222,1222,51360,KOSDAQ,토비스,영상 및 음향기기 제조업,Gaming모니터,2004-11-19,12월,"김 용 범, 하 희 조",http://www.tovism.com,인천광역시,2022-08-16,16418542.0,67249711540.0,-1229489702.0,-8492124234.0,-4178271105.0,0.0,-1.83,-12.63,-6.21,79607679479.0,294512074.0,-14437089115.0,198326312.0,0.0,0.37,-18.14,0.25,-1016.0,52884528543.0,-3551169661.0,12520126012.0,-795506451.0,0.0,-6.71,23.67,-1.5,73099341994.0,-2914034980.0,-10773000759.0,-2130120673.0,0.0,-3.99,-14.74,-2.91,-192.0,263392928228.0,-880851093.0,-5813321876.0,1261746446.0,76.0,23611.0,12113.0,-2.25,0.34,-4.3,0.63
1223,1223,45340,KOSDAQ,토탈소프트,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등),2002-07-19,12월,최장수,http://www.tsb.co.kr,부산광역시,2022-08-12,8559440.0,3544639314.0,811339532.0,1563413438.0,1039946328.0,0.0,22.89,44.11,29.34,3366570900.0,337831425.0,67234947.0,689747133.0,0.0,10.03,2.0,20.49,484.0,3656617013.0,1063085661.0,1540737910.0,1031883184.0,0.0,29.07,42.14,28.22,2902706325.0,88591265.0,861241778.0,368666493.0,0.0,3.05,29.67,12.7,480.0,14091536413.0,3035572317.0,3261596245.0,3014899661.0,352.0,4071.0,1895.0,7.18,11.27,11.89,18.58
1224,1224,108230,KOSDAQ,톱텍,특수 목적용 기계 제조업,디스플레이 자동화설비,2009-09-15,12월,이재환,http://toptec.co.kr,경상북도,2022-08-16,38029210.0,96495255037.0,-2747102489.0,7423599498.0,-3332300094.0,0.0,-2.85,7.69,-3.45,38130612478.0,475504925.0,-12016754477.0,2967613152.0,0.0,1.25,-31.51,7.78,-348.0,36736193272.0,-40298264609.0,-3958992955.0,-23701958886.0,0.0,-109.7,-10.78,-64.52,40809788446.0,-1731286232.0,-3958992955.0,4609118124.0,0.0,-4.24,-9.7,11.29,-2492.0,164876776741.0,-88639251010.0,-27451563928.0,-74782403623.0,-1966.0,16911.0,8425.0,-1.49,-18.54,-2.06,-23.34
1225,1225,79970,KOSDAQ,투비소프트,소프트웨어 개발 및 공급업,"MiPlatform, X Platform",2010-06-01,12월,"이경찬, 장선수 각자대표",http://www.tobesoft.com,서울특별시,2022-08-16,44193950.0,10417343162.0,-744485201.0,-872820397.0,-4225320659.0,-4235218103.0,-7.15,-8.38,-40.56,8694310943.0,-1920781151.0,-2233424556.0,-3997914402.0,-4003993322.0,-22.09,-25.69,-45.98,-380.0,9857946165.0,-1680153967.0,-4506444767.0,-9669479417.0,-9507138996.0,-17.04,-45.71,-98.09,9186533068.0,-297387172.0,-3875718739.0,-42607677.0,134710821.0,-3.24,-42.19,-0.46,-872.0,37795433501.0,-6417420425.0,-3985928656.0,-16553996102.0,-374.0,1343.0,748.0,-10.32,-20.17,-28.28,-50.02
1226,1226,199800,KOSDAQ,툴젠,자연과학 및 공학 연구개발업,유전자교정 플랫폼 관련 제품,2021-12-10,12월,"김영호, 이병화",http://toolgen.com,서울특별시,2022-08-16,7850653.0,191526833.0,-3796847701.0,-6860542350.0,-3534368403.0,0.0,-1982.41,-3582.03,-1845.36,215701950.0,-4764950810.0,-3248403272.0,-4495106625.0,0.0,-2209.04,-1505.97,-2083.94,-1800.0,698470811.0,-5931992974.0,-4692871941.0,-5891766724.0,0.0,-849.28,-671.88,-843.52,353583625.0,-3834064499.0,-2476672432.0,-3790811252.0,0.0,-1084.34,-700.45,-1072.11,-3000.0,1597275445.0,-20730700761.0,-14827687149.0,-20692478003.0,-2635.0,20311.0,10784.0,-8.49,-23.6,-8.86,-24.44
1227,1227,105550,KOSDAQ,트루윈,전자부품 제조업,"자동차용 센서(APS, TPS, IAPS, SLS)",2014-07-11,12월,남용현,http://www.truwin.co.kr,대전광역시,2022-08-16,44330025.0,8997158605.0,-321042637.0,1967874126.0,-797518480.0,0.0,-3.57,21.87,-8.86,8124740293.0,-219510719.0,9484903465.0,-1992660713.0,0.0,-2.7,116.74,-24.53,-68.0,7591268363.0,-711137925.0,-403154063.0,-1985717670.0,0.0,-9.37,-5.31,-26.16,8160634283.0,-756079019.0,3301079644.0,-2424312945.0,0.0,-9.26,40.45,-29.71,-176.0,39640750370.0,6436167948.0,11834741471.0,-10045030308.0,-226.0,3158.0,1357.0,-1.24,-8.59,-2.15,-16.69
1228,1228,290090,KOSDAQ,트윔,소프트웨어 개발 및 공급업,AI 기반 스마트팩토리 검사 소프트웨어 및 설비,2021-11-17,12월,정한섭,http://www.twim21.com,경기도,2022-08-12,7357745.0,1629708900.0,-6297657453.0,487686295.0,-5443963937.0,0.0,-386.43,29.92,-334.05,6301266494.0,606136036.0,863469557.0,918047276.0,0.0,9.62,13.7,14.57,-2956.0,11787724970.0,2794136483.0,1456282800.0,2873892635.0,0.0,23.7,12.35,24.38,3250873257.0,-90616857.0,29125001.0,343066861.0,0.0,-2.79,0.9,10.55,1560.0,21602999976.0,1267349459.0,-1460710952.0,2223196768.0,302.0,19869.0,10190.0,-13.76,2.73,-14.88,2.97
1229,1229,26150,KOSDAQ,특수건설,토목 건설업,보링,1997-08-06,12월,"김중헌, 김도헌 (각자 대표이사)",http://www.tuksu.co.kr,서울특별시,2022-08-16,17543523.0,52420002851.0,-520774090.0,191992006.0,-1118636391.0,0.0,-0.99,0.37,-2.13,54256022576.0,2154046732.0,-5800912849.0,-10263052.0,0.0,3.97,-10.69,-0.02,-252.0,64274750483.0,2588853446.0,-1114942450.0,796399787.0,0.0,4.03,-1.73,1.24,60106277519.0,587102382.0,-8316620693.0,568072460.0,0.0,0.98,-13.84,0.95,180.0,232010360221.0,-711715450.0,-4130019991.0,-6829149052.0,-389.0,12102.0,5914.0,-1.2,-3.78,-2.08,-6.58
1230,1230,322180,KOSDAQ,티라유텍,소프트웨어 개발 및 공급업,스마트팩토리 솔루션,2019-10-31,12월,김정하,http://thirautech.com,서울특별시,2022-08-12,5466611.0,8919300442.0,-441304377.0,-607896200.0,-648053170.0,0.0,-4.95,-6.82,-7.27,7336886791.0,-3484500346.0,-1770961094.0,-3665798123.0,0.0,-47.49,-24.14,-49.96,-472.0,8787712991.0,-3292295828.0,-2912465813.0,-3493277395.0,0.0,-37.46,-33.14,-39.75,10118057270.0,-1504471363.0,-1123974624.0,-1460910378.0,0.0,-14.87,-11.11,-14.44,-2556.0,39326882182.0,-7892968263.0,-3499190668.0,-8698553143.0,-1591.0,6617.0,3547.0,-3.84,-28.22,-7.13,-44.85
1231,1231,117730,KOSDAQ,티로보틱스,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇",2018-11-29,12월,안승욱,http://www.t-robotics.net/,경기도,2022-08-16,15157479.0,13680623392.0,-429901259.0,2732850785.0,3461053203.0,0.0,-3.14,19.98,25.3,20648994833.0,1146013925.0,-953537837.0,1101661698.0,0.0,5.55,-4.62,5.34,912.0,15806486841.0,460273194.0,-5643871644.0,3590620810.0,0.0,2.91,-35.71,22.72,12458030856.0,-934776704.0,-4551260365.0,-3740288788.0,0.0,-7.5,-36.53,-30.02,944.0,44123037871.0,-6569915231.0,-9345633542.0,-10955957714.0,-722.0,3678.0,1634.0,7.87,-12.77,24.79,-44.22
1232,1232,33830,KOSDAQ,티비씨,텔레비전 방송업,"텔레비젼 방송,문화서비스,광고/출판,음반 제작,도매",2010-11-29,12월,송경석,http://www.tbc.co.kr,대구광역시,2022-08-16,100003135.0,9707102052.0,1124077561.0,2596558000.0,1402495534.0,0.0,11.58,26.75,14.45,8830673678.0,797611570.0,1262441130.0,902336674.0,0.0,9.03,14.3,10.22,56.0,10126134252.0,1322671393.0,3866391219.0,1368221584.0,0.0,13.06,38.18,13.51,7441570431.0,292304991.0,3544895733.0,507694099.0,0.0,3.93,47.64,6.82,52.0,42842548188.0,4330542169.0,8734693256.0,4628244368.0,46.0,2345.0,1171.0,2.25,3.65,2.39,3.95
1233,1233,57680,KOSDAQ,티사이언티픽,소프트웨어 개발 및 공급업,모바일쿠폰,2002-06-18,12월,김상우,http://www.tscientific.co.kr,서울특별시,2022-08-16,52226119.0,2307780306.0,-361253110.0,361284898.0,-3985320966.0,0.0,-15.65,15.66,-172.69,2692417982.0,292517510.0,2281921715.0,-522993342.0,0.0,10.86,84.75,-19.42,-304.0,2375208462.0,98854195.0,-1300871905.0,2223293973.0,0.0,4.16,-54.77,93.6,2647191365.0,264117453.0,-847589952.0,950497518.0,0.0,9.98,-32.02,35.91,168.0,10083529018.0,1001501714.0,-42057519.0,-3161872495.0,-60.0,9504.0,4248.0,-2.37,-1.07,-3.2,-1.42
1234,1234,64760,KOSDAQ,티씨케이,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품,2003-08-18,12월,"타카하시 히로시, 김영희 (각자대표)",http://www.tck.co.kr,경기도,2022-08-16,11673523.0,84853134094.0,33581062426.0,24611162274.0,25891339995.0,0.0,39.58,29.0,30.51,77811665498.0,29059907416.0,9117311572.0,22791017171.0,0.0,37.35,11.72,29.29,8868.0,66203631506.0,25876424865.0,22677955043.0,21135677598.0,0.0,39.09,34.25,31.93,63039187337.0,23866816057.0,13841654653.0,18997907450.0,0.0,37.86,21.96,30.14,7240.0,270766567696.0,103400361685.0,78650104268.0,81890628054.0,7015.0,61430.0,29083.0,12.62,21.01,14.44,24.12
1235,1235,246710,KOSDAQ,티앤알바이오팹,기초 의약물질 및 생물학적 제제 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제",2018-11-28,12월,윤원수,http://www.tnrbiofab.com,경기도,2022-08-16,10607259.0,1364408070.0,-2396727271.0,-2260001752.0,-4086877073.0,0.0,-175.66,-165.64,-299.53,1806512292.0,-2515374290.0,-1446875920.0,-2980088987.0,0.0,-139.24,-80.09,-164.96,-1540.0,728530418.0,-2917529342.0,-2797347724.0,-2822369257.0,0.0,-400.47,-383.97,-387.41,739476325.0,-2145243185.0,-1266394061.0,-1966135554.0,0.0,-290.1,-171.26,-265.88,-1064.0,3234679293.0,-10251058899.0,-7562410775.0,-11083222290.0,-1044.0,7019.0,3930.0,-10.26,-13.48,-21.94,-26.58
1236,1236,340570,KOSDAQ,티앤엘,의료용품 및 기타 의약 관련제품 제조업,"창상치료재, 정형외과용 고정재",2020-11-20,12월,최윤소,http://www.tnl.co.kr/,경기도,2022-08-16,8130982.0,23618376660.0,8252538384.0,9696422962.0,7143081729.0,7143081729.0,34.94,41.05,30.24,14791078189.0,4671508123.0,6031056562.0,4197466759.0,4197466759.0,31.58,40.77,28.38,3512.0,16712095159.0,6170817990.0,7207231452.0,5029927211.0,5029927211.0,36.92,43.13,30.1,14588381399.0,3580110660.0,4015425883.0,3507853000.0,3507853000.0,24.54,27.52,24.05,2472.0,71895885464.0,22327323701.0,19005563601.0,19584602671.0,2408.0,23283.0,11079.0,13.3,19.92,15.08,21.74
1237,1237,277880,KOSDAQ,티에스아이,특수 목적용 기계 제조업,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)",2020-07-22,12월,표인식,http://taesungind.co.kr/,경기도,2022-08-12,18641577.0,40837290217.0,88811471.0,18750830518.0,4377594495.0,0.0,0.22,45.92,10.72,46078510354.0,3826139910.0,12969793478.0,1349428270.0,0.0,8.3,28.15,2.93,936.0,9751679870.0,-1216177839.0,-5197962608.0,-274371375.0,0.0,-12.47,-53.3,-2.81,8488410431.0,-647785479.0,-4052529119.0,-233392960.0,0.0,-7.63,-47.74,-2.75,-56.0,67319918067.0,-128616504.0,-36458108439.0,1167242328.0,62.0,4823.0,2185.0,6.47,0.94,19.4,2.87
1238,1238,131290,KOSDAQ,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","Probe Card, Test Interface Board, LED Test Equipment",2011-01-05,12월,"김철호, 오창수",http://www.tse21.com,충청남도,2022-08-12,11052303.0,87320895405.0,22522489092.0,13992396314.0,20660062414.0,0.0,25.79,16.02,23.66,80943832216.0,22228728910.0,3775956558.0,17964571301.0,0.0,27.46,4.66,22.19,7476.0,85683805872.0,20485870007.0,18837128825.0,16697983839.0,0.0,23.91,21.98,19.49,61542703571.0,11854818549.0,-6672643585.0,10704854223.0,0.0,19.26,-10.84,17.39,6040.0,307663254437.0,54644719033.0,46217811423.0,44721094719.0,4046.0,54823.0,24445.0,10.24,12.03,13.64,16.55
1239,1239,356860,KOSDAQ,티엘비,전자부품 제조업,SSD Module / DRAM Module PCB,2020-12-14,12월,백성현,http://www.tlbpcb.com,경기도,2022-08-11,4916622.0,58339077070.0,10013291337.0,14378839990.0,8414694525.0,0.0,17.16,24.65,14.42,51824434661.0,9060294766.0,4861062127.0,7737101958.0,0.0,17.48,9.38,14.93,6844.0,40426545414.0,2728125804.0,-7852990873.0,2426852487.0,0.0,6.75,-19.43,6.0,42415884647.0,1763687946.0,-3020169755.0,2023258309.0,0.0,4.16,-7.12,4.77,1972.0,178099830441.0,13380291271.0,-530108026.0,12411147392.0,2524.0,38265.0,16928.0,11.28,9.93,17.89,14.91
1240,1240,62860,KOSDAQ,티엘아이,반도체 제조업,LCDTV및모니터용TimingController,2006-07-25,12월,김달수,http://www.tli.co.kr,경기도,2022-08-12,9872808.0,6337072145.0,-1675955055.0,-4639786292.0,-1189465965.0,0.0,-26.45,-73.22,-18.77,7254952594.0,-1375615057.0,-3855349256.0,-587330228.0,0.0,-18.96,-53.14,-8.1,-480.0,8222554365.0,-1481243164.0,-1305469289.0,-765007256.0,0.0,-18.01,-15.88,-9.3,9051549391.0,-2197941032.0,-913762251.0,-480389623.0,0.0,-24.28,-10.1,-5.31,-308.0,30822364661.0,-6459716695.0,-1698121482.0,-4306952324.0,-436.0,14014.0,7290.0,-3.14,-5.52,-3.43,-5.98
1241,1241,321550,KOSDAQ,티움바이오,자연과학 및 공학 연구개발업,"특발성폐섬유증 치료제, 면역항암제, 자궁내막증치료제, 혈우병치료제",2019-11-22,12월,김훈택,http://www.tiumbio.com,경기도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
